timestamp,close,signal,rsi,momentum,volatility,btc_corr,eth_corr
2025-01-01 00:00:00,1.762,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 01:00:00,1.752,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 02:00:00,1.76,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 03:00:00,1.758,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 04:00:00,1.762,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2025-01-01 05:00:00,1.751,HOLD,HOLD,-0.006242905788876318,HOLD,HOLD,HOLD
2025-01-01 06:00:00,1.748,HOLD,HOLD,-0.0022831050228310223,HOLD,HOLD,HOLD
2025-01-01 07:00:00,1.749,HOLD,HOLD,-0.006249999999999978,HOLD,HOLD,HOLD
2025-01-01 08:00:00,1.723,HOLD,HOLD,-0.019908987485779295,HOLD,HOLD,HOLD
2025-01-01 09:00:00,1.721,HOLD,HOLD,-0.02326901248581148,HOLD,HOLD,HOLD
2025-01-01 10:00:00,1.722,HOLD,HOLD,-0.016561964591661815,0.005502066732142282,HOLD,HOLD
2025-01-01 11:00:00,1.732,HOLD,HOLD,-0.009153318077803174,0.005898618212133152,HOLD,HOLD
2025-01-01 12:00:00,1.746,HOLD,HOLD,-0.0017152658662092923,0.006362682751430623,HOLD,HOLD
2025-01-01 13:00:00,1.731,HOLD,HOLD,0.004643064422518828,0.006828712245482625,HOLD,HOLD
2025-01-01 14:00:00,1.738,HOLD,39.473684210526294,0.00987797791981393,0.006959733894922742,HOLD,HOLD
2025-01-01 15:00:00,1.766,HOLD,55.30303030303031,0.025551684088269466,0.008607748378933,HOLD,HOLD
2025-01-01 16:00:00,1.755,HOLD,48.14814814814811,0.01327944572748252,0.008873624733396528,HOLD,HOLD
2025-01-01 17:00:00,1.771,HOLD,54.362416107382515,0.014318442153493649,0.009289910595229876,HOLD,HOLD
2025-01-01 18:00:00,1.786,HOLD,57.5,0.031773541305603725,0.007548579953125512,HOLD,HOLD
2025-01-01 19:00:00,1.788,HOLD,62.25165562913912,0.028768699654775576,0.007421366317722808,HOLD,HOLD
2025-01-01 20:00:00,1.802,HOLD,66.66666666666666,0.020385050962627327,0.00742048011409175,HOLD,HOLD
2025-01-01 21:00:00,1.85,HOLD,74.16267942583731,0.054131054131054235,0.010205406911624313,HOLD,HOLD
2025-01-01 22:00:00,1.822,HOLD,73.45971563981041,0.02879728966685491,0.012276470961812235,HOLD,HOLD
2025-01-01 23:00:00,1.806,HOLD,68.88888888888887,0.011198208286674172,0.012298888139855413,0.8743887301146754,0.7937890668141985
